Job_title,Company,Location,Experience,Key_skills,Job_post,Rating
Data Scientist-Artificial Intelligence,IBM,Bengaluru,5-7 Yrs,"data scientist, algorithms, python, data analytics, data pipelines, ai solutions, ai, enterprise applications",5 days ago,3.9
Data Scientist-Artificial Intelligence,IBM,Bengaluru,5-7 Yrs,"python, analytics, cloud, algorithms, data analytics, data pipelines, ai solutions, collaboration",5 days ago,3.9
Data Scientist,Amgen Inc,Hyderabad,1-6 Yrs,"python, data analytics, presentation skills, story writing, data science, natural language processing, scikit-learn, power bi",5 days ago,2.8
Data Scientist-Artificial Intelligence,IBM,Bengaluru,5-7 Yrs,"data scientist, algorithms, python, data analytics, data pipelines, ai solutions, ai, enterprise applications",6 days ago,3.9
Data Scientist-Artificial Intelligence,IBM,Bengaluru,5-7 Yrs,"data scientist, algorithms, python, data analytics, data pipelines, ai solutions, ai, enterprise applications",6 days ago,3.9
Data Scientist-Artificial Intelligence,IBM,Bengaluru,5-7 Yrs,"data scientist, algorithms, python, data analytics, data pipelines, ai solutions, ai, enterprise applications",6 days ago,3.9
Data Scientist-Artificial Intelligence,IBM,Bengaluru,5-7 Yrs,"data scientist, algorithms, python, data analytics, data pipelines, ai solutions, ai, enterprise applications",6 days ago,3.9
Factory Digital Twin Developer and Factory Data Scientist,Siemens,Pune,3-8 Yrs,"Data Science, algorithms, python, data analytics, c, mathematics, cad, ai",1 week ago,3.9
Data Scientist-Artificial Intelligence,IBM,Hyderabad,5-7 Yrs,"data scientist, algorithms, python, data analytics, data pipelines, ai solutions, ai, enterprise applications",5 days ago,3.9
Data Scientist-Artificial Intelligence,IBM,Pune,5-7 Yrs,"data scientist, 71426, algorithms, python, data analytics, data pipelines, ai solutions, ai",5 days ago,3.9
Data Scientist-Artificial Intelligence,IBM,Hyderabad,5-7 Yrs,"data scientist, algorithms, python, data analytics, data pipelines, ai solutions, ai, enterprise applications",6 days ago,3.9
Geoscience Analyst,Exxon Mobil Corporation,Bengaluru,2-7 Yrs,"python, data management, orchestration, data analytics, data analysis, arcgis, information management, data warehousing",3+ weeks ago,3.8
Big data engineer/Developer,IDESLABS,Hyderabad,5-16 Yrs,"big data administration, hive, python, data analytics, scala, data processing, big data technologies, data warehousing",3+ weeks ago,3.7
Analyst,Urbanpiper,Bengaluru,1-3 Yrs,"settlements, hrms, hlookup, macros, data analytics, law, data analysis, mis reporting",3+ weeks ago,3.8
Area DP Hub Analyst Region,Ferrero India,Pune,2-7 Yrs,"Supply chain, Data analysis, SAP, Demand planning, SAS, Demand forecasting, Data analytics, Forecasting",2 weeks ago,3.9
Data Scientist/Machine Learning(AI) Engineer,Grintex,Gurugram,4-5 Yrs,"Computer science, Usage, Image processing, Opencv, Machine learning, Data analytics, Mathematics, Statistics",3+ weeks ago,4.0
Machine Learning Engineer,Luxoft,"Mumbai, Pune, Chennai",3-7 Yrs,"machine learning, mlops, python, data analytics, generative ai, data engineer, forecasting, airflow",2 weeks ago,3.6
Data Architect,Accenture,Gurugram,5-10 Yrs,"data architect, s3, technical lead, python, data analytics, data analysis, data lineage, amazon web services",1 week ago,3.7
ML Engineer,Wipro,Bengaluru,1-5 Yrs,"root cause analysis, algorithms, python, c++, data analytics, data analysis, natural language processing, neural networks",1 week ago,3.6
Data Architect GCP,Prodapt Solutions,Chennai,10-15 Yrs,"gcp, hive, python, data analytics, scala, google cloud platform, data engineer, data warehousing",1 week ago,3.5
Business Analyst,Wipro,Hyderabad,5-8 Yrs,"project management, risk assessment, python, c++, data analytics, data analysis, management skills, data warehousing",1 week ago,3.6
Data Architect,Accenture,Bengaluru,7-11 Yrs,"data architect, python, data analytics, data pipelines, data engineer, databricks, backend developer, data quality",2 weeks ago,3.7
Data Architect,Accenture,Bengaluru,7-11 Yrs,"data architect, python, data analytics, data pipelines, data engineer, databricks, backend developer, ATCI-5179407-S1906147",2 weeks ago,3.7
Data Architect,Accenture,Bengaluru,7-11 Yrs,"data architect, python, data analytics, data pipelines, data engineer, databricks, backend developer, data quality",2 weeks ago,3.7
Data Architect,Accenture,Bengaluru,7-11 Yrs,"data architect, python, data analytics, data pipelines, data engineer, databricks, backend developer, data quality",2 weeks ago,3.7
Data Scientist-Artificial Intelligence,IBM,Pune,5-7 Yrs,"data scientist, algorithms, python, data analytics, data pipelines, ai solutions, ai, enterprise applications",1 week ago,3.9
Data Scientist-Artificial Intelligence,IBM,Kolkata,5-7 Yrs,"data scientist, algorithms, python, data analytics, data pipelines, ai solutions, ai, enterprise applications",1 week ago,3.9
GN-Banking-Data AI-Analyst,Accenture,Bengaluru,3-8 Yrs,"ai, management consulting, python, project management, data analytics, oracle, data warehousing, process improvement",2 weeks ago,3.7
Data Scientist-Artificial Intelligence,IBM,Bengaluru,5-7 Yrs,"data scientist, algorithms, python, data analytics, data pipelines, ai solutions, ai, enterprise applications",1 week ago,3.9
Data Scientist-Artificial Intelligence,IBM,Pune,5-7 Yrs,"data scientist, algorithms, python, data analytics, data pipelines, ai solutions, ai, enterprise applications",1 week ago,3.9
GN-Banking-Data AI-Analyst,Accenture,Bengaluru,3-8 Yrs,"ai, management consulting, python, project management, data analytics, oracle, data warehousing, process improvement",2 weeks ago,3.7
Data Scientist / Machine Learning,Infosys,Bengaluru,5-10 Yrs,"data scientist, data analytics, supply chain, mathematics, logistics, machine learning, retail, sql",2 weeks ago,3.5
Business Analyst,Hilabs,Bengaluru,3-5 Yrs,"functional specifications, data analytics, data analysis, business analysis, market research, user stories, customer research, excel",3 weeks ago,4.0
Business Analyst,Smartworks,Gurugram,2-3 Yrs,"Business Analytics, Power Bi, Advanced Excel, Business Reporting, Analytical, Data Analysis, Data Visualization, Dashboarding",2 weeks ago,3.4
Business Analyst,SGV Softtech,Jaipur,2-4 Yrs,"project management, data analysis, data analytics, gap analysis, business analysis, uat, power bi, business analytics",3+ weeks ago,4.8
Business Analyst,Aliteprojects,Vadodara,0-5 Yrs,"project management, data analysis, data analytics, gap analysis, business analysis, uat, power bi, business analytics",3+ weeks ago,3.4
Business Analyst,Expert App Devs,Ahmedabad,4-8 Yrs,"project management, data analysis, data analytics, gap analysis, business analysis, uat, power bi, business analytics",3+ weeks ago,4.9
"Staff Engineer, Machine Learning",Nagarro,Gurugram,1-5 Yrs,"technical writing, python, data analytics, data analysis, natural language processing, neural networks, engineering, machine learning",3+ weeks ago,3.9
Business Analyst,Diverse Lynx,Bengaluru,8-10 Yrs,"Data analysis, ERP, SAP, Business Analyst, Agile, Database, Data analytics, Information technology",3+ weeks ago,3.5
Business Analyst,Mediception Science,Gurugram,1-2 Yrs,"project management, data analysis, data analytics, presentation skills, business analysis, power bi, business analytics, market research",3+ weeks ago,3.0
Business Analyst,Almasons,Mangaluru,1-4 Yrs,"project management, data analysis, data analytics, gap analysis, business analysis, business analytics, user stories, sql",3+ weeks ago,2.4
"Business Analyst, Trust and Safety, YouTube",Googleplex,Hyderabad,0-3 Yrs,"python, project management, data analysis, data analytics, modeling, sas, business analysis, process optimization",3+ weeks ago,4.4
Business Analyst,Think42 Labs,Chennai,0-8 Yrs,"project management, data analysis, data analytics, gap analysis, business analysis, uat, business analytics, user stories",3+ weeks ago,3.3
Business Analyst,Tech Anand Rathi,Mumbai,1-4 Yrs,"project management, data analysis, data analytics, gap analysis, business analysis, uat, business analytics, user stories",3+ weeks ago,3.4
Business Analyst,Beinex,Kochi,4-5 Yrs,"project management, data analysis, data analytics, gap analysis, business analysis, uat, business analytics, user stories",3+ weeks ago,2.4
Business Analyst,Manektech,Ahmedabad,4-8 Yrs,"project management, data analysis, data analytics, gap analysis, business analysis, uat, business analytics, user stories",3+ weeks ago,3.0
MIS Executive,Adbanao,Pune,2-5 Yrs,"Data analysis, Automation, Excel, Data management, Analytical, Data analytics, data visualization, Macros",3+ weeks ago,4.8
Business Analyst,Ltimindtree,Pune,5-8 Yrs,"Business Analyst, DATA Analytics, DATABRICKS, Data Analysis, User story creation, Reporting, Stakeholder Management, Business Analysis",2 weeks ago,3.6
BA - Business Analyst,Manektech,Ahmedabad,4-6 Yrs,"project management, data analysis, data analytics, gap analysis, business analysis, problem solving, business analytics, user stories",3+ weeks ago,3.0
Business Analyst,Manektech,Ahmedabad,4-8 Yrs,"project management, data analysis, data analytics, gap analysis, business analysis, uat, business analytics, user stories",3+ weeks ago,3.0
Data Scientist,Tata Consultancy Services,"Noida, New Delhi",8-12 Yrs,"Data Science, Tensorflow, Predictive Modeling, Object Detection, Natural Language Processing, Machine Learning, Deep Learning, SQL",3+ weeks ago,3.3
Data Scientist,Hanker Systems (india),"Chennai, Bengaluru",8-12 Yrs,"data scientist, mlops, python, github, data analytics, ai, business processes, databricks",2 weeks ago,3.9
Data Scientist,Hanker Systems (india),Chennai,6-10 Yrs,"Python, mlops, github, data analytics, ai, business processes, databricks, bitbucket",2 weeks ago,3.9
Data Scientist,Amgen Inc,Hyderabad,3-8 Yrs,"Data Scientist, Airflow, Tensorflow, Azure, Regression, Clustering, Forecasting, Machine Learning",3 weeks ago,2.8
Data Scientist,Hbic Solutions,Hyderabad,0-2 Yrs,"deep learning, data science, Artificial Intelligence, Data collection, Packaging, Data analytics, Python, Testing",3+ weeks ago,3.6
Data Scientist,Pluto7,Bengaluru,2-5 Yrs,"exploration, data analytics, presentation skills, engineering, machine learning, data wrangling, artificial intelligence, communication skills",3+ weeks ago,3.0
Data Scientist,Rockwell Automation,Noida,5-10 Yrs,"Analytical skills, Change management, Automation, data science, Relationship building, Test scenarios, Data analytics, Management",3+ weeks ago,3.6
Data Scientist,Amgen Inc,Hyderabad,8-13 Yrs,"story writing, data analytics, data, data science, presentation skills, communication skills, sql, Presentation",3+ weeks ago,2.8
Data Scientist/Technical Analyst,Maruti True Value,Gurugram,4-9 Yrs,"Computer vision, deep learning, Simulation, Neural networks, Machine learning, Hypothesis Testing, Telematics, Data analytics",3+ weeks ago,4.2
Data Scientist,Bonbloc Technologies,Vijayawada,3-5 Yrs,"Statistical modeling, tableau, data science, power bi, Data analytics, Forecasting, SQL, Python",3+ weeks ago,3.6
SC Analyst,Alstom,Bengaluru,4-9 Yrs,"finance, erp, medical, data analytics, supply chain, power bi, analytical skills, strategic planning",3 days ago,3.7
Analyst,MUFG Bank,Bengaluru,7-12 Yrs,"Due diligence, Project management, Analytical, Finance, Data analytics, Outsourcing, Continuous improvement, MS Office",4 days ago,3.5
Analyst- DIG,Tresvista Financial Services,Gurugram,1-2 Yrs,"Data Analytics, Database Management, Python, SQL, Analytics, Analysis, Management, Data",3 days ago,2.5
Analyst,eClerx,Pune,0-2 Yrs,"python, data analytics, adobe analytics, analytical, data, statistical techniques, query, transformation",5 days ago,3.1
Analyst,eClerx,Chandigarh,0-2 Yrs,"voice, data analytics, customer service, verbal communication, policies, crm software, call center technology, financial services",5 days ago,3.1
V&A Senior Analyst,Accenture,Bengaluru,2-4 Yrs,"finance, financial analysis, python, data analytics, due diligence, bloomberg, ai, marketing communications",1 week ago,3.7
Data Architect,NEC Corporation,"Chennai, Ahmedabad, Bengaluru",5-8 Yrs,"hive, python, oracle, performance tuning, big data analytics, data warehousing, data architecture, erwin",3 days ago,4.0
Machine Learning Engineer,Alstom,Bengaluru,4-8 Yrs,"machine learning, kubernetes, numpy, sql, docker, ansible, tensorflow, git",3 days ago,3.7
Business Analyst,Orica,Hyderabad,0-2 Yrs,"project management, data services, data analytics, data management, sap, confluence, documentation, bi",3 days ago,4.1
Data Architect,Accenture,Mumbai,12-17 Yrs,"data architect, data analytics, data management, cloud data storage, ai, databricks, data architecture, analytics",4 days ago,3.7
Data Architect,Accenture,Bengaluru,7-11 Yrs,"pyspark, data warehousing, data modeling, python, data analytics, hive, continuous integration, ci/cd",5 days ago,3.7
Data Architect,Accenture,Bengaluru,7-11 Yrs,"pyspark, data warehousing, data modeling, python, data analytics, hive, continuous integration, ci/cd",5 days ago,3.7
Data Architect,Accenture,Coimbatore,7-12 Yrs,"data architect, hive, sql, spark, gcp, devops, debugging, hadoop",5 days ago,3.7
Threat Hunting Detection Engineer,Cisco,Bengaluru,5-6 Yrs,"threat hunting Detection, kubernetes, python, cloud security, data analytics, ai, dns, siem",5 days ago,4.1
Data Architect,Accenture,Bengaluru,7-11 Yrs,"data architect, data analytics, solution architecture, data pipelines, storage solutions, ai, databricks, microsoft azure",6 days ago,3.7
Business Analyst,Infosys,Thiruvananthapuram,5-8 Yrs,"business analyst, data analytics, issue resolution, cloud platform, analytics, customer satisfaction, testing tools, quality assurance",6 days ago,3.5
"Business Analyst II, RCS Analytics",Amazon,Bengaluru,3-8 Yrs,"metadata, data analytics, modeling, dashboard development, pivot table, business analysis, analysis, transformation",6 days ago,3.9
Data Scientist/Data Engineer/Data Analyst,Indium Software,Chennai,1-4 Yrs,"Performance tuning, Data validation, GIT, Data modeling, Analytical, Machine learning, Data processing, Apache",3+ weeks ago,3.9
Senior FP&A Analyst,Appviewx,"Coimbatore, Bengaluru",5-7 Yrs,"Automation, Data management, Hyperion, Financial planning, Healthcare, Data analytics, data integrity, Stakeholder management",3+ weeks ago,3.8
Analyst,eClerx Services Ltd,Navi Mumbai,0-2 Yrs,"advanced analytics, chat process, data analytics, inbound, customer service, financial services, sales, customer support",3 weeks ago,3.7
Analyst,eClerx Services Ltd,Chandigarh,0-2 Yrs,"voice, data analytics, customer service, verbal communication, policies, crm software, call center technology, financial services",3 weeks ago,3.7
Machine Learning Engineer,Indian Institute of Technology Delhi (IIT Delhi),Hyderabad,8-13 Yrs,"Machine Learning, Tensorflow, NLP, Data Modeling, Data Analytics, Python, Data, Natural language processing",1 week ago,4.2
AIML Engineer For Top MNC,LRR Technologies,Hyderabad/Secunderabad,4-7 Yrs,"Tensorflow, Pytorch, AWS, Machine Learning, Python, Pandas, Data Analytics, Scikit-Learn",1 week ago,3.5
Threat Hunting Detection Engineer,Cisco,Bengaluru,5-6 Yrs,"threat hunting, kubernetes, python, cloud security, data analytics, ai, dns, siem",1 week ago,4.1
EY GDS- Data and Analytics- ETL Developer,EY,"Hyderabad, Chennai, Bengaluru",3-8 Yrs,"SSIS, Guidewire, ETL, Data, GDS, Development, ETL Development, Data analytics",1 week ago,3.4
Data Architect,Accenture,Bengaluru,7-11 Yrs,"data architect, python, data analytics, data management, storage solutions, databricks, data architecture, analytics",2 weeks ago,3.7
Business Analyst,Virtusa,Hyderabad,7-10 Yrs,"business analyst, confluence, data analytics, software development, ai, power bi, analytics, bi tools",3+ weeks ago,3.7
AI Business Analyst First Advantage,First Advantage,Mumbai,2-6 Yrs,"tableau, data analytics, operations, power bi, business analysis, aws, communication skills, Advantage",3+ weeks ago,3.5
Account Manager-Data Science-Gen AI Engineer,EXL,Noida,8-10 Yrs,"tableau, data science, Architecture, Project management, Data analytics, Management, SQL, Python",3+ weeks ago,3.6
Data Science Architect,Fission Labs,Hyderabad,9-12 Yrs,"Solution architecture, Health insurance, Architect, big data analytics, Consulting, Machine learning, Cloud, Agile",3+ weeks ago,4.1
Business Analyst,EXL,Gurugram,5-8 Yrs,"Excel, Quality check, data science, Analytical, Machine learning, model development, Data analytics, Analytics",3+ weeks ago,3.6
Data Science Engineer,Firstsource,Remote,6-10 Yrs,"Data Science, A/B Testing, Data Analytics, SQL, Hypothesis Testing, Tableau, Python, Hypothesis",2 weeks ago,3.5
Data Architect,Accenture,Bengaluru,7-11 Yrs,"pyspark, data warehousing, data modeling, python, data analytics, hive, continuous integration, ci/cd",2 weeks ago,3.7
Data Architect,Accenture,Bengaluru,7-11 Yrs,"pyspark, data warehousing, data modeling, python, data analytics, hive, continuous integration, ci/cd",2 weeks ago,3.7
Data Architect,Accenture,Bengaluru,7-11 Yrs,"pyspark, data warehousing, data modeling, python, data analytics, hive, continuous integration, ci/cd",2 weeks ago,3.7
Data Architect,Accenture,Bengaluru,7-11 Yrs,"pyspark, data warehousing, data modeling, python, data analytics, hive, continuous integration, ci/cd",2 weeks ago,3.7
Data Architect,Accenture,Bengaluru,7-11 Yrs,"pyspark, data warehousing, data modeling, python, data analytics, hive, continuous integration, ci/cd",2 weeks ago,3.7
Data Architect,Accenture,Bengaluru,7-11 Yrs,"pyspark, data warehousing, data modeling, python, data analytics, hive, continuous integration, ci/cd",2 weeks ago,3.7
Data Architect,Accenture,Bengaluru,7-11 Yrs,"pyspark, data warehousing, data modeling, python, data analytics, hive, continuous integration, ci/cd",2 weeks ago,3.7
Data Platform Architect,Accenture,Bengaluru,15-20 Yrs,"data analytics, data bricks, machine learning algorithms, statistics, data munging, data services, analytics services, azure analytics",2 weeks ago,3.7
Partner Solutions Engineer (Big Data),Databricks,Bengaluru,8-13 Yrs,"SAN, data science, GCP, spark, Consulting, Machine learning, Data analytics, Open source",3+ weeks ago,3.2
Machine Learning Engineer,Data Collection Infotech,Bengaluru,2-5 Yrs,"Computer vision, deep learning, Image processing, Machine learning, Algorithm development, Data processing, Data analytics, Mathematics",3+ weeks ago,3.2
MIS executive,Maruti True Value,Gurugram,0-4 Yrs,"Excel, Data management, Mechanical, power bi, Data analytics, MS Office, Powerpoint, MIS Executive",3+ weeks ago,4.2
Business Analyst,Daydreamsoft,Surat,2-4 Yrs,"Business Analyst, Business analysis, Process improvement, Analytical, Data analytics, Technology solutions, Stakeholder management, Analysis",3+ weeks ago,3.7
Business Analyst,Intellial,Ahmedabad,0-1 Yrs,"Business process, Business Analyst, Agile development, Test management, Data analytics, Management, JIRA, Business applications",3+ weeks ago,2.2
Machine Learning Engineer,TAC Security,"Mumbai, Pune",2-7 Yrs,"SAN, deep learning, Artificial Intelligence, MySQL, Machine learning, Data analytics, data visualization, Vulnerability management",3+ weeks ago,3.1
Business Analyst / Analytics Specialist,Zenon LLC,Noida,0-3 Yrs,"Analytical skills, Business Analyst, Analytical, Focus, Consulting, Machine learning, model development, Data analytics",3+ weeks ago,3.0
AI Business Analyst - First Advantage,First Advantage,Mumbai,3-5 Yrs,"Automation, Business analysis, Project management, Data analytics, Business intelligence, Continuous improvement, Information technology, Operations",3+ weeks ago,3.5
Business Analyst-MS3,Maruti True Value,Gurugram,4-8 Yrs,"Computer science, Change management, Automation, Business Analyst, Manager Technology, Data analytics, Business process re-engineering, General management",3+ weeks ago,4.2
Machine Learning Engineer III,FactSet,Hyderabad,1-5 Yrs,"Stakeholder Engagement, Version control, Finance, Machine learning, Manager Technology, Data analytics, Private equity, Machine",3+ weeks ago,3.7
Data Analytics & Machine Learning Engineer,Artpark,Bengaluru,2-6 Yrs,"ERP, Analytical, Machine learning, Data processing, Sensors, Operations, Robotics, Analytics",3+ weeks ago,4.4
Spark Backline Engineer,Databricks,Bengaluru,2-6 Yrs,"SAN, Automation, spark, Delta, Diversity and Inclusion, Data analytics, SQL, Python",3+ weeks ago,3.2
DATA ARCHITECT - DATA,Happiest Minds Technologies,Bengaluru,10-13 Yrs,"project management, data analytics, modeling, bi, power bi, data warehousing, data architecture, microsoft",3 weeks ago,3.4
Big Data developer,Diverse Lynx,Bengaluru,4-7 Yrs,"big data administration, hive, cloudera, python, scala, big data analytics, oozie, pyspark",3+ weeks ago,3.5
Business Analyst (Agriculture),Premier Irrigation Adritec,Kolkata(Alipore),3-5 Yrs,"Agribusiness, Power Bi, Data Visualization, Data Analytics, Python, Business Strategy, Tableau, Analytics",3+ weeks ago,3.8
Data Engineer/ Data Analyst,Prosperitybehavioral,Gurugram(Udyog Vihar),2-5 Yrs,"Cloud Formation Aws, Apache, Aws Emr, AWS, Airflow, Aws Data Lake, SQL Queries, EMR",6 days ago,5.0
Immediate Hiring || Data Engineer/Analyst (SQL+BI+Python),Motivity Labs,Hyderabad,5-10 Yrs,"Bi Tools, SQL, Advanced Sql Queries, Data Engineering, Big query, Dataproc, Advance Sql, Gcp Cloud",4 days ago,3.0
Data Analyst/ Data Engineer,Creditaccess Grameen,Bengaluru,3-5 Yrs,"Unix, Automation, Data management, Bfsi, Competitive analysis, Business analytics, Analytical, QlikView",3+ weeks ago,4.0
Data Scientist/ Data Analyst,Codeboard Technology,Chennai,5-8 Yrs,"Data Science, time series analysis, python, data analysis, data visualizations, SQL, application development, Development",6 days ago,3.9
Data Analyst,Eurofins,Bengaluru,3-6 Yrs,"data analyst, data analysis, data management, data pipelines, data engineer, data warehousing, power bi, data migration",4 days ago,3.3
Data Engineer,Rarr Technologies,Bengaluru,5-8 Yrs,"Data analysis, GIT, Data modeling, GCP, Analytical, Data quality, Stakeholder management, SQL",4 days ago,4.2
Data Analyst L3,Wipro,Pune,3-5 Yrs,"data analyst, analytics, automation, c, data validation, design, business analytics, data integration",5 days ago,3.6
Data Analyst L3,Wipro,Pune,3-5 Yrs,"data analyst, analytics, 119782, automation, c, data validation, design, business analytics",5 days ago,3.6
Data Analyst L3,Wipro,Pune,3-5 Yrs,"data analyst, analytics, 119783, automation, c, data validation, design, business analytics",5 days ago,3.6
Data Analyst L3,Wipro,Pune,3-5 Yrs,"data analyst, analytics, automation, c, data validation, 119778, design, business analytics",5 days ago,3.6
Data Analyst L3,Wipro,Pune,3-5 Yrs,"data analyst, analytics, automation, c, data validation, design, business analytics, 119780",5 days ago,3.6
Data Analyst L3,Wipro,Pune,3-5 Yrs,"data analyst, analytics, automation, c, data validation, design, business analytics, 119781",5 days ago,3.6
Data Analyst L4,Wipro,Hyderabad,5-8 Yrs,"data analyst, 119762, analytics, automation, c, data validation, design, business analytics",5 days ago,3.6
Data Analyst,Barclays,Bengaluru,0-8 Yrs,"snowflake, domain knowledge, python, oracle, data pipelines, teradata, ai, databricks",5 days ago,3.8
Data Engineer - DWH PLSQL Linux,CGI,Mumbai,5-7 Yrs,"data engineer, front end, data warehouse, python, project management, data analysis, data warehousing, business analyst",6 days ago,4.0
Quantitative Data Analyst,Qube Research And Technologies,Mumbai,0-3 Yrs,"c#, c++, python, c, data analysis, prototyping, mathematics, bloomberg",6 days ago,3.7
Data Engineer,Accenture,Chennai,7-12 Yrs,"data engineer, data analysis, data pipelines, data processing, storage solutions, pyspark, cloud platforms, collection",6 days ago,3.7
Data Engineer,Amgen Inc,Hyderabad,1-4 Yrs,"data engineer, python, data analysis, airflow, sprint, databricks, data warehousing, machine learning",1 week ago,2.8
Data Engineer,Amgen Inc,Hyderabad,5-9 Yrs,"data analysis, data warehousing, data architecture, data modeling, etl process, python, presentation skills, pyspark",1 week ago,2.8
Data Analyst,Siemens,Bengaluru,5-6 Yrs,"data analyst, s3, snowflake, rest, python, data engineer, ai, data warehousing",1 week ago,3.9
Data Engineer,Cornerstone,Hyderabad,2-6 Yrs,"Procurement, Data analysis, data science, Manager IT, Data quality, Data warehousing, Analytics, SQL",1 week ago,3.3
Chemical Data Engineer,Persolkelly India,"Hubli, Mangaluru, Mysuru, Bengaluru, Belgaum",4-12 Yrs,"data analysis, data integration tools, interpersonal skills, data visualization, communication skills, Integration, Analysis, Interpersonal Skill",1 week ago,3.4
Data Scientist (AI Engineer),Barclays,Noida,1-7 Yrs,"Data analysis, Business transformation, Machine learning, Cloud, Business strategy, Risk management, Operations, Monitoring",1 week ago,3.8
Python Developer_Exp: 3+ Years (No Data Scientist/Data Engineer),Atyeti,Hyderabad,3-5 Yrs,"Pandas, Django/ Flask/ Fast API, Python, SQL, OOPS, Data Engineering, Flask, Django",2 weeks ago,4.0
Data Scientist and Vertex AI_Senior Analyst,Clarice Technologie,Aurangabad,3-7 Yrs,"digital, python, data analysis, natural language processing, data mining, predictive analytics, machine learning, sql",3 weeks ago,3.4
Data Scientist and Vertex AI_Senior Analyst,Clarice Technologie,Pune,3-7 Yrs,"digital, python, data analysis, natural language processing, data mining, predictive analytics, machine learning, sql",3 weeks ago,3.4
Data Scientist and Vertex AI_Senior Analyst,Clarice Technologie,Nashik,3-7 Yrs,"digital, python, data analysis, natural language processing, data mining, predictive analytics, machine learning, sql",3 weeks ago,3.4
Data Scientist and Vertex AI_Senior Analyst,Clarice Technologie,Thane,3-7 Yrs,"digital, python, data analysis, natural language processing, data mining, predictive analytics, machine learning, sql",3 weeks ago,3.4
Data Scientist and Vertex AI_Senior Analyst,Clarice Technologie,Nagpur,3-7 Yrs,"digital, python, data analysis, natural language processing, data mining, predictive analytics, machine learning, sql",3 weeks ago,3.4
DATA ANALYST/ SCIENTIST,Mid Town Software,Mohali,2-6 Yrs,"Process automation, Business analysis, Analytical, Process improvement, Artificial Intelligence, Machine learning, Data quality, Natural language processing",3+ weeks ago,2.2
Forecasting Analyst / Data Scientist,Locus It Services,Bengaluru,2-7 Yrs,"BPO, Analyst, Statistical modeling, Process documentation, Analytical, Trend analysis, Budgeting, Forecasting",3+ weeks ago,2.9
Data Scientist and Vertex AI_Senior Analyst,Clarice Technologie,Mumbai,3-7 Yrs,"digital, python, data analysis, natural language processing, data mining, predictive analytics, machine learning, sql",3+ weeks ago,3.4
Data Scientist/ML Engineer - India,Pursuit Software Development,Kolkata,5-10 Yrs,"Product management, Computer science, Data analysis, Analytical, Machine learning, Data structures, Pattern recognition, Data mining",3+ weeks ago,3.0
Data Scientist / Data Analyst (R Focus),Geotechnosoft,Patna,0-2 Yrs,"Computer science, Data analysis, Focus, Analytical, Machine learning, Data collection, Data Analyst, Data quality",3+ weeks ago,3.2
ETL & DWH Engineer/Data Analyst,Grazitti Interactive,Mohali,8-13 Yrs,"SAS, Data modeling, MySQL, Datastage, Data Analyst, Informatica, SSIS, SQL",3+ weeks ago,3.1
Data Scientist & Analyst,iTDAY INDIA,Bengaluru,5-7 Yrs,"Computer science, C++, Data analysis, Simulation, Coding, MySQL, Machine learning, Javascript",3+ weeks ago,4.6
Data Analyst L4,Wipro,Pune,5-8 Yrs,"data analyst, analytics, automation, c, data validation, design, business analytics, data integration",1 week ago,3.6
Data Analyst L4,Wipro,Pune,5-8 Yrs,"data analyst, analytics, automation, c, data validation, design, 124496, business analytics",1 week ago,3.6
Data Analyst L4,Wipro,Pune,5-8 Yrs,"data analyst, analytics, automation, c, data validation, design, business analytics, data integration",1 week ago,3.6
Data Analyst,Virtusa,Chennai,5-10 Yrs,"data analyst, python, oracle, data warehousing, power bi, data engineering, retail, sql",1 week ago,3.7
Data Analyst,Virtusa,Chennai,5-10 Yrs,"Data Analysis, python, oracle, data warehousing, power bi, data engineering, data analyst, retail",1 week ago,3.7
"BI Engineer, Prime Data Engineering and Anaytics",Amazon,Bengaluru,3-8 Yrs,"Data analysis, SAS, Data modeling, Manager Quality Control, Oracle, Apache, Business intelligence, MATLAB",1 week ago,3.9
Data Engineer-BigQuery,Nucleusteq Consulting,Gurugram,1-3 Yrs,"hive, python, data analysis, data validation, data processing, data warehousing, microsoft azure, problem solving",1 week ago,3.7
Data Engineer,Virtusa,Hyderabad,7-11 Yrs,"Python, aws bedrock, data analysis, eda, data pipelines, api integration, generative ai, ibm cloud",2 weeks ago,3.7
Data Engineer,Globallogic,Bengaluru,3-5 Yrs,"hive, aws iam, data, delta, big data technologies, data pipeline, sql, database design",2 weeks ago,3.5
Data Engineer - Palantir - Contract- Mumbai,Burns and Mc Donnells Engineering India,Mumbai,3-7 Yrs,"advanced analytics, python, oracle, data analysis, verbal communication, machine learning, data engineering, sql server",2 weeks ago,4.1
Practice Head - Data Analytics & Artificial Intelligence,Hoonar Tekwurks Consulting,"Mumbai, Pune",15-20 Yrs,"Data analysis, Networking, Bfsi, Artificial Intelligence, Project management, Data analytics, Sales process, Data mining",3+ weeks ago,3.5
Data Engineer - SSIS and Tableau,Tech Stalwart Solution,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-8 Yrs,"hive, cloudera, python, data analysis, scala, data warehousing, power bi, pyspark",3+ weeks ago,3.8
Data Engineer,Netlink Software,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-4 Yrs,"hive, cloudera, python, data analysis, scala, oozie, airflow, data warehousing",3+ weeks ago,3.2
