Job_title,Company,Location,Experience,Key_skills,Job_post,Rating
Data Analyst,Pripton Innovations,Remote,0-1 Yrs,"Data Annotation, labeling, Tagging, Data Analytics, Annotation, Data analysis, Analytics, Labels",1 week ago,4.4
Data Analysts,PRODAT,Bengaluru,1-3 Yrs,"hlookup, macros, python, data analysis, data management, data analytics, data validation, data mining",3+ weeks ago,3.0
ML/AI Data Scientists,TensorIoT Inc,Bengaluru,3-7 Yrs,"algorithms, python, modeling, data analysis, data analytics, natural language processing, predictive, machine learning",3+ weeks ago,3.2
Data Analyst - YouAppi,Affle,"Gurugram, Bengaluru",2-5 Yrs,"python, data analysis, data analytics, data manipulation, data mining, predictive analytics, business analysis, power bi",3+ weeks ago,3.6
Data Scientist,Han Digital Solution,Bengaluru,1-2 Yrs,"algorithms, python, modeling, data analysis, data analytics, natural language processing, predictive, machine learning",3+ weeks ago,2.6
Data Engineer,Clifyx Technology,Bengaluru,5-8 Yrs,"Data migration, Data modeling, Cloud, power bi, Data analytics, Vendor, Cosmos, SQL Azure",3+ weeks ago,3.4
Data Engineer with Pyspark - Pune/Bangalore,Diverse Lynx,"Pune, Bengaluru",3-6 Yrs,"Architecture, Scalability, spark, Machine learning, Data processing, Data quality, Data analytics, Troubleshooting",3+ weeks ago,3.5
Data Engineer,Accenture,Bengaluru,3-8 Yrs,"data engineer, python, cloud services, data analytics, data management, data pipelines, scala, databricks",2 weeks ago,3.7
Data Analyst,Assessinfra Technology,Jaipur,0-4 Yrs,"Power Bi, Advanced Excel, Data Analytics, Data Analysis, Data Visualization, Bi, Analysis, Excel",2 weeks ago,3.6
Data Engineer,Accenture,Bengaluru,2-4 Yrs,"Python, Data Pipelines, Scala, data engineer, Programming, Data, Governance, engineer",2 weeks ago,3.7
Data Engineer,Accenture,Gurugram,2-4 Yrs,"data engineer, python, etl tools, data analytics, data pipelines, scala, databricks, cloud platforms",2 weeks ago,3.7
Consulting - Data analyst - CA/ SCA,Crisil,Pune,1-4 Yrs,"data mining, bi, commodities, data warehousing, business intelligence, sql, analytics, secondary research",2 weeks ago,3.5
Data Engineer,Accenture,Bengaluru,2-4 Yrs,"data engineer, data analytics, data pipelines, databricks, collection, sql server, sql, database design",2 weeks ago,3.7
Data Engineer,Accenture,Bengaluru,2-4 Yrs,"data engineer, analytics, data quality, data analytics, data pipelines, design, databricks, collection",2 weeks ago,3.7
Data Analyst,EY,Hybrid - Gurugram,3-5 Yrs,"Python, SQL, Power Bi, Data Analysis, Data Visualization, Data Analytics, Analysis, Bi",2 weeks ago,3.4
Data Analyst,Abad Fisheries,Kochi,5-8 Yrs,"MIS Reporting, Excel Report Preparation, Pivot Table, Excel, VLOOKUP, Advanced Excel, Data Analytics, Analytics",2 weeks ago,4.1
Data Engineer,Accenture,Hyderabad,3-8 Yrs,"python, data analytics, database design, data modeling, design principles, hive, scala, data manipulation",2 weeks ago,3.7
Data Scientist,ZiniosEdge Software Technologies,Bengaluru,5-10 Yrs,"algorithms, python, modeling, data analysis, data analytics, natural language processing, data mining, predictive",3+ weeks ago,3.8
S&C GN - Data&AI - Resources - Analyst,Accenture,Bengaluru,4-8 Yrs,"python, data analysis, machine learning, artificial intelligence, sql, data analytics, natural language processing, data mining",2 weeks ago,3.7
Data Engineer,Accenture,Bengaluru,2-4 Yrs,"python, data analytics, database design, data modeling, design principles, hive, scala, microsoft azure",3 weeks ago,3.7
Data Engineer,Accenture,Pune,2-4 Yrs,"database design, data modeling, python, data analytics, design principles, hive, cloudera, scala",3 weeks ago,3.7
Data Engineer,Accenture,Pune,2-4 Yrs,"database design, data modeling, python, data analytics, design principles, hive, scala, data warehousing",3 weeks ago,3.7
Data Engineer,Accenture,Pune,2-4 Yrs,"data analytics, database design, data modeling, design principles, etl, hive, python, data warehousing",3 weeks ago,3.7
Data Engineer,Accenture,Navi Mumbai,2-4 Yrs,"database design, data modeling, python, data analytics, design principles, hive, cloudera, scala",3 weeks ago,3.7
Data Engineer,Accenture,Navi Mumbai,2-4 Yrs,"database design, data modeling, python, data analytics, design principles, hive, cloudera, scala",3 weeks ago,3.7
S&C Global Network - AI - Retail - Consultant - Data Scientist,Accenture,Gurugram,3-7 Yrs,"python, natural language processing, machine learning, artificial intelligence, deep learning, c++, data analytics, data analysis",3 weeks ago,3.7
Data Engineer,Zectos Software,Pune,5-7 Yrs,"C++, Usage, big data analytics, Analytical, Hadoop, Management, Supervision, SQL",3+ weeks ago,4.0
Data Analyst (BigQuery),Enfuse Solutions,Mumbai,2-4 Yrs,"Data quality, Data analytics, Data Analyst, Data analysis, Analytics, Quality, Bigquery, Data",3+ weeks ago,4.1
Data Governance Analyst (Data Lake),Barclays,Pune,2-5 Yrs,"risk management, data analytics, data analysis, big data, etl, change management, data profiling, Analysis",3+ weeks ago,3.8
Data Engineer,Accenture,Hyderabad,3-8 Yrs,"data engineer, data operations, python, etl tools, data analytics, ATCI-5285694-S1932304, data pipelines, scala",3+ weeks ago,3.7
Data Engineer,Accenture,Hyderabad,3-8 Yrs,"data engineer, ATCI-5285702-S1932297, data operations, python, etl tools, data analytics, data pipelines, scala",3+ weeks ago,3.7
Data Engineer,Accenture,Hyderabad,3-8 Yrs,"data engineer, data operations, python, etl tools, data analytics, data pipelines, scala, databricks",3+ weeks ago,3.7
Data Engineer,Accenture,Hyderabad,3-8 Yrs,"data engineer, data operations, python, etl tools, data analytics, data pipelines, scala, databricks",3+ weeks ago,3.7
Data Engineer,Accenture,Hyderabad,3-8 Yrs,"data engineer, data operations, python, etl tools, data analytics, data pipelines, scala, databricks",3+ weeks ago,3.7
Data Engineer,Accenture,Hyderabad,3-8 Yrs,"data engineer, data operations, python, etl tools, ATCI-5285697-S1932302, data analytics, data pipelines, scala",3+ weeks ago,3.7
Data Engineer,Accenture,Hyderabad,3-8 Yrs,"data engineer, data operations, python, etl tools, data analytics, data pipelines, scala, databricks",3+ weeks ago,3.7
Data Engineer,Accenture,Bengaluru,2-4 Yrs,"data engineer, python, data analytics, data pipelines, ATCI-5204791-S1911797, big data technologies, data warehousing, cloud platforms",3+ weeks ago,3.7
Data Engineer,Accenture,Bengaluru,2-4 Yrs,"data engineer, python, data analytics, data management, data pipelines, big data technologies, data warehousing, visualization tools",3+ weeks ago,3.7
Data Engineer,Accenture,Bengaluru,2-4 Yrs,"data engineer, ATCI-5204788-S1911801, python, data analytics, data pipelines, big data technologies, data warehousing, cloud platforms",3+ weeks ago,3.7
Data Analyst,Yocreativ,Gurugram,1-3 Yrs,"database maintenance, python, data analytics, data analysis, data mining, predictive analytics, business analysis, power bi",3+ weeks ago,1.3
Data Analyst,Alcircle,Kolkata,1-3 Yrs,"metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining",3+ weeks ago,4.1
Data Engineer - Databricks,Tek-analytix,Pune,5-9 Yrs,"Computer science, Retail, Focus, data governance, Data processing, Data quality, Data analytics, Research",3+ weeks ago,2.5
Data Engineer,Barclaycard Payments,Pune,3-6 Yrs,"rdd, data analytics, spark, aws, dataproc, Data, Data Engineering, Analytics",3+ weeks ago,3.8
Data Governance Analyst,Barclaycard Payments,Bengaluru,3-6 Yrs,"data analytics, data, stakeholder management, aws, sql, Data Governance, Analytics, Data Governance Analyst",3+ weeks ago,3.8
Data Scientist,Requin Solutions,Bengaluru,3-8 Yrs,"algorithms, python, modeling, data analysis, data analytics, natural language processing, predictive, machine learning",3+ weeks ago,4.2
Data Analyst,Saven Technologies,Hyderabad,3-5 Yrs,"RCA, Root cause analysis, Analytical, Social media, Data analytics, data visualization, Analytics, SQL",3+ weeks ago,3.4
DATA ANALYST,Nutris Crop Solutions India,Satara,1-6 Yrs,"metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining",3+ weeks ago,3.3
Data Analyst,Hashtag Infosystem,Surat,3-6 Yrs,"data analysis, data analytics, forecasting, bi, strong analytical skills, power bi, pivot table, business analysis",3+ weeks ago,3.0
EY - GDS Consulting - AI And DATA - Data Analyst - Manager,EY,Hyderabad,8-13 Yrs,"data analyst, python, data analytics, data analysis, predictive analytics, ai, power bi, machine learning",3+ weeks ago,3.4
Data Scientist,Findability Sciences,Nagar,4-9 Yrs,"algorithms, python, modeling, data analysis, data analytics, natural language processing, predictive, machine learning",3+ weeks ago,3.5
Data Scientists,Insync Analytics,Mumbai,1-2 Yrs,"algorithms, python, modeling, data analysis, data analytics, natural language processing, predictive, machine learning",3+ weeks ago,2.5
Data Engineer,Kanerika Software,Hyderabad,3-8 Yrs,"Solution architecture, Health insurance, ISO, Data modeling, Flex, Wellness, Data analytics, microsoft",3+ weeks ago,4.3
Data Analyst,Cloudtara Technologies,Bengaluru,1-3 Yrs,"database maintenance, python, data analytics, data analysis, data mining, predictive analytics, business analysis, power bi",3+ weeks ago,4.9
Data Analyst,Facts N Data,Noida,3-6 Yrs,"metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining",3+ weeks ago,4.5
Data Engineer,Han Digital Solution,"Hubli, Mangaluru, Mysuru, Bengaluru, Belgaum",4-9 Yrs,"Customer acquisition, NoSQL, spark, SCALA, data integrity, Data analytics, big data, Application software",3+ weeks ago,2.6
Data Analyst (Deployment),Legistify,Gurugram,0-2 Yrs,"metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining",3+ weeks ago,2.0
Data Analyst,Legistify,Gurugram,0-1 Yrs,"metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining",3+ weeks ago,2.0
Data Engineer,Snapdeal,Gurugram,3-8 Yrs,"hive, cloudera, vertica, scala, amazon redshift, big data technologies, data warehousing, pyspark",3+ weeks ago,3.8
Data Analyst,Snapdeal,Gurugram,1-6 Yrs,"master data, python, metadata, data analysis, data analytics, data management, configuration, data mining",3+ weeks ago,3.8
Data Analyst I,A D Patel Institute of Technology (ADIT),Ahmedabad,2-8 Yrs,"python, macros, data analysis, data management, data analytics, data validation, data mining, power bi",3+ weeks ago,3.2
Data Engineer,Align Technology,Hyderabad,8-13 Yrs,"microsoft azure iaas, sql queries, data analytics, aws iam, solution delivery, microsoft azure, programmingopen, communication skills",3+ weeks ago,2.6
Data Analyst,Rohan Builders & Developers,"Nagar, Pune",4-8 Yrs,"data analysis, data analytics, data interpretation, design development, data mining, strong analytical skills, power bi, process improvement",3+ weeks ago,4.1
"Data Engineer with Data bricks, python and spark",Nbits,Pune,2-6 Yrs,"hive, cloudera, azure databricks, python, scala, big data analytics, oozie, airflow",3+ weeks ago,5.0
Python/ETL Data Engineer,Clifyx Technology,Bengaluru,3-6 Yrs,"hive, cloudera, azure databricks, python, scala, big data analytics, oozie, amazon redshift",3+ weeks ago,3.4
Data Scientist,Biocube,Noida,0-3 Yrs,"algorithms, python, modeling, data analysis, data analytics, natural language processing, predictive, machine learning",3+ weeks ago,2.3
DATA ANALYST,Nutris Crop Solutions India,Satara,1-6 Yrs,"master data, metadata, python, data analysis, data management, data analytics, data validation, configuration",3+ weeks ago,3.3
Data Analyst,Ebizneeds (India) Internet Solutions Pvt. Ltd,Jaipur,0-3 Yrs,"master data, metadata, python, data analysis, data management, data analytics, data validation, configuration",3+ weeks ago,3.5
Data Analyst,Aays Analytics,Gurugram,3-7 Yrs,"Client solutions, SSRS, Consulting, Senior Data Analyst, Data analytics, SSIS, microsoft, SQL",3+ weeks ago,4.7
Data Analyst,TIC Fiber,Chennai,3-6 Yrs,"master data, metadata, python, data analysis, data management, data analytics, data validation, configuration",3+ weeks ago,3.0
Data Scientist,Sroniyan,Jhansi,5-10 Yrs,"algorithms, python, modeling, data analysis, data analytics, natural language processing, predictive, machine learning",3+ weeks ago,4.6
Data Analyst (IoT),Log9 Materials,Bengaluru,0-6 Yrs,"SAS, big data analytics, Data Analyst, Customer service, Business intelligence, Macros, Analytics, Reporting tools",3+ weeks ago,3.3
Data Analyst,Discover Dollar Technologies,Bengaluru,1-3 Yrs,"Financial analysis, Time management, Analytical, record to report, power bi, Data analytics, data visualization, Management",3+ weeks ago,4.2
Data Engineer,Renew,Haryana,8-13 Yrs,"algorithms, data, analytical, bi, numpy, data pipeline, dashboards, sql",2 weeks ago,4.3
Data Scientist,Diverse Lynx,Bengaluru,4-5 Yrs,"algorithms, python, modeling, data analysis, data analytics, natural language processing, predictive, machine learning",3+ weeks ago,3.5
Data Engineer,Wallero Technologies,Hyderabad,6-11 Yrs,"Supply chain, Interpersonal skills, Coding, Data analytics, Supervision, Python, Interpersonal Skill, Data Engineering",3+ weeks ago,3.6
Data Scientist,IDESLABS,Hyderabad,5-15 Yrs,"algorithms, python, modeling, data analysis, data analytics, natural language processing, predictive, machine learning",3+ weeks ago,3.7
Data Engineer,NCS Group,Pune,1-4 Yrs,"big data administration, hive, cloudera, azure databricks, python, github, data analytics, data management",3+ weeks ago,4.3
Data Analyst,Mykaarma,Noida,3-5 Yrs,"python, data analysis, data analytics, dashboard development, documentation, power bi, machine learning, dashboards",3+ weeks ago,2.3
Data Scientist,Tattva Foundation,Lucknow,1-7 Yrs,"algorithms, python, modeling, data analysis, data analytics, natural language processing, predictive, machine learning",3+ weeks ago,4.1
Data Analyst,Tattva Foundation,Lucknow,1-4 Yrs,"master data, metadata, python, data analysis, data management, data analytics, data validation, configuration",3+ weeks ago,4.1
Data Engineer,Tezo,Hyderabad,2-5 Yrs,"Product engineering, Focus, Corporate, Manager Technology, Data analytics, Inside sales, digital transformation, Data",3+ weeks ago,3.4
Data Scientist,Pragya Health Technologies,Bengaluru,2-6 Yrs,"algorithms, python, modeling, data analysis, data analytics, natural language processing, predictive, machine learning",3+ weeks ago,4.5
Data Analyst,Squareone Insights,Mumbai,2-7 Yrs,"Data analysis, SAS, Report writing, Data collection, Packaging, power bi, Advanced Excel, Data analytics",3+ weeks ago,3.6
Data Analyst,ST Courier,Chennai,10-20 Yrs,"Analytical skills, Data modeling, Data analytics, Data Analyst, Analyst 2, Statistics, Modeling, Data analysis",3+ weeks ago,4.2
Data Scientist,Zen Data Shastra,Bengaluru,2-6 Yrs,"algorithms, python, modeling, data analysis, data analytics, natural language processing, data mining, predictive",3+ weeks ago,3.7
Data analyst,Inginit,Mumbai,0-3 Yrs,"master data, metadata, python, data analysis, data management, data analytics, data validation, configuration",3+ weeks ago,3.7
Data scientist,Inginit,Mumbai,2-5 Yrs,"algorithms, python, modeling, data analysis, data analytics, natural language processing, predictive, machine learning",3+ weeks ago,3.7
Data Analyst,Michelin,Pune,2-5 Yrs,"python, data analysis, data management, data analytics, data security, documentation, information security, business analysis",3+ weeks ago,3.7
Analyst,eClerx,Chandigarh,0-2 Yrs,"python, data analysis, access, data analytics, analytical, time management, verbal communication, power bi",4 days ago,3.1
Data Analyst,Techcarrot Fz-llc,"Noida, Hyderabad, Chennai",8-10 Yrs,"Power Bi, Data Analysis, Alteryx, SCALA, Tableau, Data Analytics, Python, Analytics",2 weeks ago,3.3
Analyst,Evalueserve,Gurugram,1-2 Yrs,"data, analytical, bi, tools, sales, sql, analytics, bi tools",2 weeks ago,3.1
Business Interlock Analyst,Accenture,Mumbai,3-5 Yrs,"project management, excellent verbal and written communication skills, business analysis, business analytics, requirement analysis, tableau, data analysis, data analytics",4 days ago,3.7
Machine Learning Engineer,RSN Ginfo Solutions,Hyderabad,3-5 Yrs,"Data Analysis, Machine Learning, Python, Artificial Intelligence, Data Analytics, Ml Algorithms, Algorithms, Intelligence",5 days ago,4.9
